model_name,cv_accuracy,cv_balanced_accuracy,cv_f1,cv_roc_auc,cv_pr_auc,best_cv_score_grid,external_accuracy,external_balanced_accuracy,external_f1,external_roc_auc,external_pr_auc,accuracy_gap,balanced_accuracy_gap,roc_auc_gap
middle_late_scale__lr__elasticnet,0.8855421686746988,0.8861486978029973,0.8888888888888888,0.9432562199912702,0.9560023339101819,0.8863970588235294,0.7183098591549296,0.71984126984127,0.7435897435897436,0.7888888888888889,0.7828277721671183,0.1672323095197692,0.16630742796172737,0.15436733110238132
early_middle_scale__svc__linear,0.8855421686746988,0.8855667103157282,0.8901734104046243,0.9675541975847519,0.9697760397266907,0.8852941176470587,0.7183098591549296,0.7206349206349206,0.7560975609756098,0.8277777777777778,0.8325480880444138,0.1672323095197692,0.16493178968080757,0.13977641980697408
sequential_interactions__svc__linear,0.8855421686746988,0.8855667103157282,0.8901734104046243,0.9566419321984578,0.9552547264195861,0.8930147058823529,0.7183098591549296,0.721031746031746,0.7619047619047619,0.8103174603174603,0.7929852070877315,0.1672323095197692,0.16453496428398218,0.1463244718809975
middle_late_scale__svc__linear,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9562054415830059,0.9646401381589182,0.8738970588235293,0.7183098591549296,0.7206349206349206,0.7560975609756098,0.7904761904761904,0.8029350162911864,0.16120821313422695,0.15918466324402603,0.16572925110681547
all_plus_interactions__svc__linear,0.891566265060241,0.8918958242397789,0.8953488372093024,0.9656627382511276,0.9679330368544807,0.8919117647058823,0.7323943661971831,0.734920634920635,0.7710843373493976,0.8095238095238095,0.8010232831562666,0.15917189886305783,0.1569751893191439,0.15613892872731805
stage_activation_summary__svc__rbf,0.7469879518072289,0.7434890149861778,0.7717391304347826,0.7279935981376401,0.6614361885896755,0.7477941176470588,0.5915492957746479,0.5912698412698413,0.5797101449275363,0.655952380952381,0.6868690686915083,0.155438656032581,0.15221917371633653,0.07204121718525913
sequential_interactions__lr__l2,0.8734939759036144,0.874654444929434,0.8757396449704142,0.9508220573257675,0.9529575870904327,0.8746323529411765,0.7183098591549296,0.7206349206349206,0.7560975609756098,0.8055555555555556,0.7751179905037898,0.15518411674868482,0.15401952429451338,0.14526650177021194
middle_late__svc__sigmoid,0.8734939759036144,0.873490469954896,0.8786127167630058,0.9409282700421941,0.9482002868314984,0.8805147058823529,0.7183098591549296,0.7202380952380952,0.75,0.8166666666666667,0.8152666860541959,0.15518411674868482,0.15325237471680075,0.1242616033755275
middle_late_scale__svc__sigmoid,0.8674698795180723,0.8665793685435763,0.875,0.9406372762985596,0.9476925668944568,0.8680147058823529,0.7183098591549296,0.71984126984127,0.7435897435897436,0.8126984126984127,0.8142085722877699,0.1491600203631427,0.14673809870230636,0.12793886360014695
all_plus_interactions__lr__l2,0.8795180722891566,0.8815655463407537,0.8795180722891566,0.9562054415830059,0.9604858287769774,0.8805147058823529,0.7323943661971831,0.7341269841269842,0.759493670886076,0.8277777777777778,0.8202603388503317,0.14712370609197345,0.1474385622137695,0.12842766380522808
all_plus_interactions__lr__l1,0.8795180722891566,0.8809835588534847,0.8809523809523809,0.9436927106067219,0.9516622828310782,0.8805147058823529,0.7323943661971831,0.7341269841269842,0.759493670886076,0.8063492063492064,0.8041800560948892,0.14712370609197345,0.1468565747265005,0.13734350425751551
early_middle__svc__linear,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9671177069693002,0.970040115073362,0.8915441176470587,0.7323943661971831,0.7345238095238096,0.7654320987654321,0.8238095238095239,0.8303264383360243,0.14712370609197345,0.14529577435513708,0.14330818315977634
all__svc__linear,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9655172413793103,0.968825227254789,0.8852941176470587,0.7323943661971831,0.7345238095238096,0.7654320987654321,0.8214285714285714,0.8283005625536569,0.14712370609197345,0.14529577435513708,0.14408866995073888
sequential_interactions__svc__poly2,0.891566265060241,0.8913138367525097,0.896551724137931,0.951695038556671,0.9534684849418814,0.8926470588235293,0.7464788732394366,0.748015873015873,0.7692307692307693,0.8039682539682539,0.7737997769521502,0.14508739182080432,0.14329796373663672,0.14772678458841715
all_plus_interactions__lr__elasticnet,0.8734939759036144,0.873490469954896,0.8786127167630058,0.9566419321984578,0.9659256598581228,0.8742647058823529,0.7323943661971831,0.7345238095238096,0.7654320987654321,0.8190476190476191,0.8369543478366083,0.14109960970643132,0.1389666604310864,0.1375943131508387
middle_late_scale__svc__poly2,0.8975903614457831,0.8982249381638294,0.9005847953216374,0.9575149134293612,0.9633234421546861,0.8926470588235293,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8214285714285714,0.822941819681072,0.13702698116409295,0.13632017625906756,0.13608634200078984
early_middle__mlp__small,0.7831325301204819,0.7855376109413648,0.7804878048780488,0.8920413211115961,0.9010009708990472,0.7834558823529412,0.647887323943662,0.646031746031746,0.5901639344262295,0.7103174603174602,0.6966969645041582,0.1352452061768199,0.1395058649096188,0.18172386079413583
middle__svc__sigmoid,0.8674698795180723,0.8671613560308453,0.8735632183908046,0.9413647606576458,0.9487584086779608,0.8805147058823529,0.7323943661971831,0.7341269841269842,0.759493670886076,0.8134920634920635,0.8122755439440388,0.13507551332088918,0.13303437190386114,0.12787269716558236
middle__lr__l2,0.8795180722891566,0.8821475338280227,0.8780487804878049,0.9594063727629856,0.9660570700679648,0.8808823529411764,0.7464788732394366,0.7476190476190476,0.7631578947368421,0.8222222222222222,0.8285685245738462,0.13303919904971995,0.13452848620897506,0.13718415054076338
middle_late__lr__l2,0.8795180722891566,0.8821475338280227,0.8780487804878049,0.9582423977884476,0.9652353686747144,0.8808823529411764,0.7464788732394366,0.7476190476190476,0.7631578947368421,0.8198412698412698,0.8251902055042829,0.13303919904971995,0.13452848620897506,0.13840112794717774
early_middle__lr__elasticnet,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9564964353266405,0.9641296643097174,0.8801470588235294,0.7464788732394366,0.7484126984126984,0.775,0.823015873015873,0.8341936600037878,0.13303919904971995,0.13140688546624824,0.13348056231076755
all__lr__elasticnet,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9564964353266405,0.9641296643097174,0.8801470588235294,0.7464788732394366,0.7484126984126984,0.775,0.823015873015873,0.8341936600037878,0.13303919904971995,0.13140688546624824,0.13348056231076755
early_middle_scale__lr__elasticnet,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9564964353266405,0.9640733696980682,0.8801470588235294,0.7464788732394366,0.7484126984126984,0.775,0.823015873015873,0.8343264532309688,0.13303919904971995,0.13140688546624824,0.13348056231076755
stage_score_middle_late__lr__l2,0.891566265060241,0.8936417867015859,0.891566265060241,0.9499490760948639,0.9593522465056622,0.8926470588235293,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8119047619047619,0.8014377693383453,0.13100288477855082,0.13173702479682403,0.138044314190102
stage_score_early_middle__lr__l2,0.8734939759036144,0.875818419903972,0.8727272727272727,0.9461661574276152,0.9573966066625751,0.8746323529411765,0.7464788732394366,0.7484126984126984,0.775,0.8087301587301586,0.7994012864315461,0.12701510266417781,0.1274057214912736,0.1374359986974566
early_middle__lr__l1,0.8734939759036144,0.875236432416703,0.874251497005988,0.9455841699403463,0.9542535420231464,0.8742647058823529,0.7464788732394366,0.7484126984126984,0.775,0.8015873015873016,0.7907411861048974,0.12701510266417781,0.1268237340040046,0.1439968683530447
all__lr__l1,0.8734939759036144,0.875236432416703,0.874251497005988,0.946602648043067,0.9544794917409689,0.8742647058823529,0.7464788732394366,0.7484126984126984,0.775,0.8031746031746032,0.7924966446119427,0.12701510266417781,0.1268237340040046,0.14342804486846383
early_middle_scale__lr__l1,0.8734939759036144,0.875236432416703,0.874251497005988,0.945438673068529,0.9532215790236671,0.8742647058823529,0.7464788732394366,0.7484126984126984,0.775,0.8015873015873016,0.7908050422839862,0.12701510266417781,0.1268237340040046,0.1438513714812274
middle_late_scale__lr__l2,0.8855421686746988,0.8873126727775353,0.8862275449101796,0.9559144478393714,0.9633331670780122,0.8863970588235294,0.7605633802816901,0.7623015873015873,0.7848101265822784,0.8031746031746032,0.811346018864424,0.12497878839300869,0.12501108547594808,0.1527398446647682
early_middle_scale__svc__sigmoid,0.8855421686746988,0.8861486978029973,0.8888888888888888,0.9515495416848538,0.9537559854235593,0.86875,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8285714285714286,0.8234751758753599,0.12497878839300869,0.12424393589823546,0.12297811311342521
all__lr__l2,0.8795180722891566,0.8821475338280227,0.8780487804878049,0.9643532664047724,0.9687773063889813,0.8801470588235294,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.830952380952381,0.8273415111437548,0.11895469200746644,0.12024277192326083,0.13340088545239137
early_middle__svc__sigmoid,0.8795180722891566,0.8809835588534847,0.8809523809523809,0.952859013531209,0.9555104561801774,0.8746323529411765,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8253968253968254,0.8167301972129878,0.11895469200746644,0.11907879694872281,0.1274621881343837
all__svc__sigmoid,0.8795180722891566,0.8809835588534847,0.8809523809523809,0.9532955041466609,0.9560867414363875,0.8746323529411765,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8333333333333334,0.830840070140502,0.11895469200746644,0.11907879694872281,0.1199621708133275
early_middle__svc__poly2,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.969300160046559,0.9724109480042061,0.8738970588235293,0.7605633802816901,0.7626984126984127,0.7901234567901234,0.846031746031746,0.8419607476658055,0.11895469200746644,0.117121171180534,0.12326841401481292
stage_score_three_stage__lr__l2,0.8734939759036144,0.875818419903972,0.8727272727272727,0.9420922450167322,0.9481215495499746,0.8746323529411765,0.7605633802816901,0.7623015873015873,0.7848101265822784,0.8103174603174603,0.8239099415333201,0.11293059562192431,0.11351683260238477,0.13177478469927184
all_plus_interactions__svc__sigmoid,0.8734939759036144,0.874654444929434,0.8757396449704142,0.9512585479412193,0.9542308595468174,0.8680147058823529,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8293650793650793,0.8184634052270844,0.11293059562192431,0.11274968302467214,0.12189346857614003
early_middle_scale__lr__l2,0.8855421686746988,0.8878946602648043,0.8848484848484849,0.9659537319947621,0.9704005176904568,0.8860294117647058,0.7746478873239436,0.7761904761904761,0.7948717948717948,0.8325396825396826,0.8307499355849254,0.11089428135075519,0.11170418407432825,0.1334140494550795
middle__svc__poly2,0.8855421686746988,0.8849847228284592,0.8914285714285715,0.9575876618652699,0.963721367391419,0.8922794117647058,0.7746478873239436,0.7765873015873015,0.8,0.8388888888888888,0.8439003984727032,0.11089428135075519,0.1083974212411577,0.1186987729763811
early__svc__linear,0.7409638554216867,0.7371599010621271,0.7675675675675676,0.7206460061108685,0.6477280181106827,0.7485294117647059,0.6338028169014085,0.6357142857142857,0.675,0.7055555555555555,0.7027011854813995,0.10716103852027825,0.10144561534784147,0.015090450555312995
early_middle_scale__svc__poly2,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9665357194820311,0.9698154879251957,0.8738970588235293,0.7746478873239436,0.7765873015873015,0.8,0.8380952380952381,0.8248340487783381,0.10487018496521294,0.10323228229164516,0.12844048138679298
mlp_svc_late_calibrated__lr__l2,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9610068383529754,0.9517458015289526,0.8797794117647058,0.7746478873239436,0.7765873015873015,0.8,0.8388888888888889,0.7845228048670123,0.10487018496521294,0.10323228229164516,0.1221179494640865
middle_late__svc__poly2,0.8795180722891566,0.8792375963916776,0.8850574712643678,0.9569329259420922,0.9630893392232273,0.8922794117647058,0.7746478873239436,0.7765873015873015,0.8,0.8333333333333333,0.8362737479645218,0.10487018496521294,0.10265029480437615,0.12359959260875897
middle_late_scale__svc__rbf,0.8614457831325302,0.8614142295940637,0.8670520231213873,0.9339444201949659,0.941902266747135,0.8621323529411764,0.7605633802816901,0.7623015873015873,0.7848101265822784,0.8460317460317459,0.8532015161781333,0.10088240285084005,0.0991126422924764,0.08791267416322002
early_late__svc__sigmoid,0.7590361445783133,0.7584751927833551,0.7701149425287356,0.8268587225374654,0.7588356297507057,0.7599264705882354,0.6619718309859155,0.6623015873015873,0.6666666666666666,0.7452380952380953,0.7141625190386397,0.09706431359239776,0.09617360548176779,0.08162062729937014
early_middle__lr__l2,0.8855421686746988,0.8878946602648043,0.8848484848484849,0.9672632038411174,0.9721259310698888,0.8860294117647058,0.7887323943661971,0.7904761904761904,0.810126582278481,0.8246031746031746,0.8228622777633782,0.09680977430850168,0.0974184697886139,0.14266002923794285
all_plus_interactions__svc__poly2,0.8855421686746988,0.8855667103157282,0.8901734104046243,0.9634802851738689,0.9668340192812903,0.8919117647058823,0.7887323943661971,0.790079365079365,0.8051948051948052,0.8150793650793651,0.7924310181179107,0.09680977430850168,0.09548734523636315,0.14840092009450379
early_middle__svc__rbf,0.8554216867469879,0.8545031281827441,0.8636363636363636,0.9413647606576458,0.9493696438477235,0.8375,0.7605633802816901,0.7623015873015873,0.7848101265822784,0.8476190476190475,0.8591202192093915,0.0948583064652978,0.09220154088115684,0.09374571303859836
all__svc__rbf,0.8554216867469879,0.8545031281827441,0.8636363636363636,0.9410737669140113,0.9492354961383712,0.84375,0.7605633802816901,0.7623015873015873,0.7848101265822784,0.8468253968253968,0.8571093887523901,0.0948583064652978,0.09220154088115684,0.09424837008861453
all_plus_interactions__svc__poly3,0.8674698795180723,0.8671613560308453,0.8735632183908046,0.9519132838643969,0.9576062631441302,0.8735294117647058,0.7746478873239436,0.7757936507936507,0.7894736842105263,0.8277777777777778,0.8011088952317688,0.09282199219412868,0.09136770523719462,0.12413550608661905
all__svc__poly2,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9682816819438382,0.9716184011885856,0.8738970588235293,0.7887323943661971,0.7904761904761904,0.810126582278481,0.8428571428571429,0.8374717805785598,0.09078567792295944,0.08934339340275621,0.12542453908669537
early__lr__elasticnet,0.7771084337349398,0.7739706096318929,0.7978142076502732,0.8270042194092827,0.7581168367698146,0.7779411764705882,0.6901408450704225,0.6908730158730159,0.7027027027027027,0.734920634920635,0.6728821272185791,0.08696758866451726,0.08309759375887704,0.09208358448864773
sequential_interactions__svc__poly3,0.8614457831325302,0.8619962170813327,0.8654970760233918,0.9423832387603666,0.9463411313277739,0.8680147058823529,0.7746478873239436,0.7757936507936507,0.7894736842105263,0.8095238095238095,0.7817158360865798,0.08679789580858654,0.08620256628768197,0.13285942923655703
sequential_interactions__svc__rbf,0.8313253012048193,0.8320966099228866,0.8352941176470589,0.9300160046558998,0.9421236876111404,0.8323529411764706,0.7464788732394366,0.7468253968253968,0.75,0.8325396825396825,0.8475564441991167,0.08484642796538266,0.08527121309748975,0.09747632211621737
early__lr__l1,0.7590361445783133,0.7584751927833551,0.7701149425287356,0.8003782918667248,0.7461308148135556,0.7599264705882354,0.676056338028169,0.6761904761904762,0.676056338028169,0.723015873015873,0.6587603533651402,0.08297980655014425,0.08228471659287884,0.07736241885085182
all_plus_interactions__svc__rbf,0.8433734939759037,0.8424268878219119,0.8522727272727273,0.9376545904263058,0.9475921579242931,0.8319852941176471,0.7605633802816901,0.7619047619047619,0.7792207792207793,0.8452380952380952,0.8556012916771881,0.08281011369421354,0.08052212591715002,0.0924164951882106
early_middle_scale__svc__rbf,0.8253012048192772,0.8234395460497599,0.8379888268156425,0.9387458169649352,0.9474564821156173,0.8319852941176471,0.7464788732394366,0.7484126984126984,0.775,0.8492063492063493,0.8627954192455966,0.07882233157984053,0.07502684763706147,0.0895394677585859
middle_late__svc__poly3,0.8674698795180723,0.8671613560308453,0.8735632183908046,0.9516950385566709,0.957854414056332,0.8742647058823529,0.7887323943661971,0.790079365079365,0.8051948051948052,0.8436507936507937,0.8516945138314118,0.07873748515187518,0.07708199095148027,0.10804424490587727
stage_activation_summary__lr__l2,0.7108433734939759,0.7130801687763713,0.7073170731707317,0.7378873854212133,0.6839267799591121,0.7110294117647058,0.6338028169014085,0.6329365079365079,0.6060606060606061,0.6595238095238095,0.6009009583373666,0.07704055659256737,0.08014366083986335,0.07836357589740384
early_late__lr__l1,0.7530120481927711,0.7521460788593045,0.7657142857142857,0.797613851302197,0.7472943979460388,0.7536764705882353,0.676056338028169,0.6761904761904762,0.676056338028169,0.7325396825396825,0.6834166646454672,0.07695571016460212,0.07595560266882828,0.06507416876251448
middle_late_scale__svc__poly3,0.8795180722891566,0.8798195838789467,0.8837209302325582,0.9524225229157574,0.9576766260332106,0.8507352941176471,0.8028169014084507,0.8043650793650794,0.8205128205128205,0.8253968253968254,0.8236290219812092,0.07670117088070583,0.07545450451386726,0.127025697518932
stage_activation_summary__svc__sigmoid,0.6927710843373494,0.6865269896697221,0.7357512953367875,0.7442892477811727,0.6949653423089872,0.6992647058823529,0.6197183098591549,0.6218253968253968,0.6666666666666666,0.6722222222222222,0.6238002238536596,0.07305277447819447,0.0647015928443253,0.0720670255589505
early_late__svc__poly2,0.7771084337349398,0.7733886221446239,0.8,0.8289684271788157,0.7701377465135404,0.7772058823529411,0.704225352112676,0.7051587301587301,0.72,0.7492063492063492,0.7340923048094006,0.07288308162226376,0.0682298919858938,0.07976207797246648
early__svc__poly3,0.7771084337349398,0.7733886221446239,0.8,0.8254037538192929,0.7515440617732582,0.7602941176470589,0.704225352112676,0.705952380952381,0.7341772151898734,0.7658730158730159,0.7240366435790658,0.07288308162226376,0.0674362411922429,0.059530737946276946
sequential_interactions__svc__sigmoid,0.8192771084337349,0.8188563945875164,0.8275862068965517,0.9225956641932199,0.9209872765359699,0.8198529411764707,0.7464788732394366,0.7484126984126984,0.775,0.8158730158730159,0.8127644848005607,0.07279823519429829,0.07044369617481794,0.10672264832020406
late__svc__poly2,0.6626506024096386,0.6537174450749309,0.7227722772277227,0.6326931470973374,0.6034614991111904,0.6639705882352941,0.5915492957746479,0.5920634920634921,0.6027397260273972,0.6408730158730158,0.6577242907031756,0.0711013066349907,0.06165395301143883,-0.008179868775678445
early_late__lr__elasticnet,0.7710843373493976,0.7699694456569184,0.7840909090909091,0.8256947475629275,0.7631245729969316,0.7713235294117646,0.704225352112676,0.7043650793650793,0.704225352112676,0.7452380952380953,0.7009274404905165,0.06685898523672162,0.06560436629183908,0.08045665232483223
stage_activation_summary__lr__l1,0.6987951807228916,0.699257965953732,0.7058823529411765,0.7272661137785537,0.6701664574789399,0.6985294117647058,0.6338028169014085,0.6329365079365079,0.6060606060606061,0.6634920634920635,0.6032034746524194,0.0649923638214831,0.06632145801722411,0.06377405028649019
stage_activation_summary__lr__elasticnet,0.6987951807228916,0.699257965953732,0.7058823529411765,0.7306125418303506,0.6662617274136767,0.6985294117647058,0.6338028169014085,0.6329365079365079,0.6060606060606061,0.6619047619047619,0.6009555684561478,0.0649923638214831,0.06632145801722411,0.06870777992558874
early_late__svc__poly3,0.7831325301204819,0.7797177360686744,0.8043478260869565,0.8323876036665212,0.7988225920109433,0.7540441176470589,0.7183098591549296,0.7194444444444444,0.7368421052631579,0.7634920634920636,0.765052146919983,0.06482267096555228,0.06027329162423001,0.06889554017445765
middle__svc__poly3,0.8674698795180723,0.8671613560308453,0.8735632183908046,0.9514040448130365,0.9578152518957621,0.8683823529411765,0.8028169014084507,0.803968253968254,0.8157894736842105,0.8468253968253968,0.8550885579441017,0.06465297810962156,0.06319310206259132,0.10457864798763972
early_late__svc__rbf,0.7530120481927711,0.7521460788593045,0.7657142857142857,0.8174741743052524,0.784724640362995,0.7536764705882353,0.6901408450704225,0.6904761904761905,0.6944444444444444,0.7373015873015873,0.6863166542053379,0.06287120312234862,0.061669888383114047,0.08017258700366503
late__svc__poly3,0.6807228915662651,0.6709588243852758,0.7414634146341463,0.6461516077404336,0.5950265528502499,0.6753676470588236,0.6197183098591549,0.621031746031746,0.6493506493506493,0.6432539682539683,0.6364560837436647,0.061004581707110206,0.04992707835352972,0.0028976394864652644
middle_late__svc__rbf,0.8313253012048193,0.8297686599738106,0.8426966292134831,0.9335806780154227,0.9405065626883063,0.8264705882352941,0.7746478873239436,0.7761904761904761,0.7948717948717948,0.8484126984126983,0.8624231227639848,0.05667741388087566,0.053578183783334454,0.08516797960272438
early__lr__l2,0.7590361445783133,0.756729230321548,0.7777777777777778,0.8195838789466027,0.7421007561974967,0.7595588235294117,0.704225352112676,0.7043650793650793,0.704225352112676,0.7595238095238095,0.7182570057556391,0.05481079246563725,0.052364150956468736,0.06006006942279318
stage_activation_summary__svc__linear,0.6867469879518072,0.6842717881565547,0.7111111111111111,0.7214462389058636,0.6485412734580256,0.6933823529411764,0.6338028169014085,0.6353174603174603,0.6666666666666666,0.6523809523809523,0.5841151570556089,0.052944171050398725,0.04895432783909437,0.06906528652491128
early_late__svc__linear,0.7228915662650602,0.7187545467772443,0.7526881720430108,0.7800087298123091,0.7281300890410625,0.7125,0.676056338028169,0.6773809523809524,0.7012987012987013,0.773015873015873,0.7561650564367737,0.046835228236891235,0.041373594396291846,0.00699285679643602
early_late__lr__l2,0.7469879518072289,0.7446529899607159,0.7666666666666667,0.8115815509966536,0.7410394999683044,0.7474264705882353,0.704225352112676,0.7043650793650793,0.704225352112676,0.7674603174603174,0.751345107551074,0.04276259969455287,0.04028791059563663,0.044121233536336235
early__svc__sigmoid,0.7710843373493976,0.7693874581696494,0.7865168539325843,0.8322421067947039,0.7729096904945908,0.7779411764705882,0.7323943661971831,0.7333333333333334,0.7466666666666667,0.7507936507936507,0.7183307007814295,0.03868997115221451,0.03605412483631598,0.08144845600105322
all__svc__poly3,0.8554216867469879,0.8545031281827441,0.8636363636363636,0.9576604103011785,0.9620799038162379,0.8797794117647058,0.8169014084507042,0.8182539682539682,0.8311688311688312,0.8515873015873017,0.8458189265425937,0.03852027829628368,0.036249159928775865,0.10607310871387687
middle__svc__rbf,0.8253012048192772,0.8240215335370289,0.8361581920903954,0.9343809108104175,0.9409832829114957,0.8264705882352941,0.7887323943661971,0.790079365079365,0.8051948051948052,0.8476190476190476,0.8618114651492311,0.036568810453080025,0.033942168457663846,0.08676186319136991
stage_score_early_late__lr__l2,0.7530120481927711,0.7498181289102284,0.7759562841530054,0.8184199039720645,0.7505029060067756,0.7536764705882353,0.7183098591549296,0.719047619047619,0.7297297297297297,0.7515873015873016,0.7056379956962112,0.0347021890378415,0.03077050986260932,0.06683260238476296
late__lr__elasticnet,0.6626506024096386,0.6595373199476211,0.6923076923076923,0.6820165866433872,0.6330430706676591,0.6625,0.6338028169014085,0.6337301587301587,0.6285714285714286,0.6317460317460317,0.5908194627827104,0.028847785508230084,0.025807161217462404,0.050270554897355435
early_middle_scale__svc__poly3,0.8554216867469879,0.8545031281827441,0.8636363636363636,0.9544594791211989,0.959792401960259,0.8738970588235293,0.8309859154929577,0.8321428571428571,0.8421052631578947,0.8484126984126984,0.8335280747414094,0.02443577125403018,0.022360271039887025,0.10604678070850049
early_middle__svc__poly3,0.8614457831325302,0.8608322421067947,0.8685714285714285,0.9580969009166304,0.9625722324643358,0.8797794117647058,0.8450704225352113,0.8464285714285714,0.8571428571428571,0.8555555555555556,0.8495918185858243,0.016375360597318922,0.014403670678223235,0.10254134536107473
late__svc__sigmoid,0.6626506024096386,0.6583733449730831,0.6989247311827957,0.6926378582860468,0.6565108560113706,0.6503676470588236,0.647887323943662,0.6472222222222221,0.6268656716417911,0.6654761904761904,0.6204580703230217,0.014763278465976581,0.011151122750860942,0.027161667809856405
late__svc__rbf,0.6626506024096386,0.6496435326640477,0.7407407407407407,0.6310199330714389,0.5792059114130879,0.6757352941176471,0.647887323943662,0.6484126984126984,0.6575342465753424,0.6646825396825397,0.7039337695607908,0.014763278465976581,0.0012308342513492887,-0.033662606611100765
early__svc__rbf,0.7590361445783133,0.756147242834279,0.7802197802197802,0.8190018914593336,0.7652922408593898,0.7713235294117646,0.7464788732394366,0.7472222222222222,0.7567567567567568,0.7682539682539682,0.7434393299078126,0.01255727133887663,0.0089250206120568,0.050747923205365364
early__svc__poly2,0.7710843373493976,0.7676414957078423,0.7934782608695652,0.8319511130510694,0.7572138049595946,0.7775735294117647,0.7746478873239436,0.7757936507936507,0.7894736842105263,0.7555555555555555,0.7038282998832638,-0.0035635499745459986,-0.008152155085808355,0.07639555749551385
late__lr__l2,0.6566265060240963,0.6549541684853776,0.6779661016949152,0.6903826567728794,0.6548702046673999,0.65625,0.676056338028169,0.675,0.6461538461538462,0.6599206349206349,0.6171899339882565,-0.019429832004072667,-0.02004583151462247,0.030462021852244447
