model_name,metric,bootstrap_mean,ci_low,ci_high,n_boot
early_middle__svc__rbf,f1,0.7790325906762997,0.6827286585365854,0.8533414634146342,200
early_middle__svc__rbf,roc_auc,0.8436666666666668,0.7189880952380953,0.9285912698412697,200
early_middle__svc__rbf,pr_auc,0.8583849798329308,0.7565904794632278,0.9302337034389769,200
early_middle__svc__rbf,mcc,0.5271388479417873,0.3000096004608246,0.6977966373804124,200
early_middle__svc__sigmoid,accuracy,0.7403521126760563,0.6334507042253522,0.8450704225352113,200
early_middle__svc__sigmoid,balanced_accuracy,0.7419781746031745,0.6342261904761904,0.8460416666666667,200
early_middle__svc__sigmoid,sensitivity,0.8574285714285714,0.7142857142857143,0.9714285714285714,200
early_middle__svc__sigmoid,specificity,0.6265277777777777,0.4444444444444444,0.7777777777777778,200
early_middle__svc__sigmoid,f1,0.7652735089312881,0.6664556962025316,0.8534285714285715,200
early_middle__svc__sigmoid,roc_auc,0.8292063492063493,0.7300992063492064,0.9166666666666666,200
early_middle__svc__sigmoid,pr_auc,0.8311701739212771,0.7280391097407835,0.9197130632290982,200
early_middle__svc__sigmoid,mcc,0.49869622216931425,0.2702956939736259,0.6977993089820722,200
middle_late__lr__l2,accuracy,0.7580985915492957,0.6616197183098592,0.8591549295774648,200
middle_late__lr__l2,balanced_accuracy,0.7590932539682538,0.6627281746031747,0.8595337301587302,200
middle_late__lr__l2,sensitivity,0.8297142857142857,0.6857142857142857,0.9428571428571428,200
middle_late__lr__l2,specificity,0.6884722222222223,0.5277777777777778,0.8333333333333334,200
middle_late__lr__l2,f1,0.7718421155409969,0.6835436193222784,0.861204954954955,200
middle_late__lr__l2,roc_auc,0.8040119047619048,0.6989484126984127,0.8906547619047619,200
middle_late__lr__l2,pr_auc,0.816199504689057,0.717862203694496,0.894213649362279,200
middle_late__lr__l2,mcc,0.5250492368609327,0.32932919984604847,0.7197108418765551,200
middle_late__lr__l1,accuracy,0.6761267605633803,0.5774647887323944,0.775,200
